show_id,type,title,director,cast,country,release_year,rating,listed_in,description,year_added,month_added,duration_value,duration_type
s11,1,"Vendetta: Truth, Lies and The Mafia",Unknown,Unknown,Unknown,0.7733244432755346,11,"Crime TV Shows, Docuseries, International TV Shows",sicily boasts a bold antimafia coalition but what happens when those trying to bring down organized crime are accused of being criminals themselves,1.3466640745006808,0.6851262026706698,1,Seasons
s12,1,Bangkok Breaking,Kongkiat Komesiri,"Sukollawat Kanarot, Sushar Manaying, Pavarit Mongkolpisit, Sahajak Boonthanakit, Suthipongse Thatphithakkul, Bhasaworn Bawronkirati, Daweerit Chullasapya, Waratthaya Wongchayaporn, Kittiphoom Wongpentak, Abhicha Thanachanun, Nophand Boonyai, Kittipong Khamsat, Arisara Wongchalee, Jaytiya Naiwattanakul, Pantipa Arunwattanachai, Panupan Jantanawong, Kungtap Saelim, Phumphat Chartsuriyakiat, Issara Veranitinunt, Keerati Sivakuae, Panjai Sirisuwan, Supranee Charoenpol, Suda Chuenban, Visaka Banhansupavat, Pitchatorn Santinatornkul",Unknown,0.7733244432755346,11,"Crime TV Shows, International TV Shows, TV Action & Adventure",struggling to earn a living in bangkok a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy,1.3466640745006808,0.6851262026706698,1,Seasons
s13,0,Je Suis Karl,Christian Schwochow,"Luna Wedler, Jannis Niewöhner, Milan Peschel, Edin Hasanović, Anna Fialová, Marlon Boess, Victor Boccard, Fleur Geffrier, Aziz Dyab, Mélanie Fouché, Elizaveta Maximová","Germany, Czech Republic",0.7733244432755346,11,"Dramas, International Movies",after most of her family is murdered in a terrorist bombing a young woman is unknowingly lured into joining the very group that killed them,1.3466640745006808,0.6851262026706698,127,Minutes
s14,0,Confessions of an Invisible Girl,Bruno Garotti,"Klara Castanho, Lucca Picon, Júlia Gomes, Marcus Bessa, Kiria Malheiros, Fernanda Concon, Gabriel Lima, Caio Cabral, Leonardo Cidade, Jade Cardozo",Unknown,0.7733244432755346,12,"Children & Family Movies, Comedies",when the clever but sociallyawkward tet joins a new school shell do anything to fit in but the queen bee among her classmates has other ideas,1.3466640745006808,0.6851262026706698,91,Minutes
s15,1,Crime Stories: India Detectives,Unknown,Unknown,Unknown,0.7733244432755346,11,"British TV Shows, Crime TV Shows, Docuseries",cameras following bengaluru police on the job offer a rare glimpse into the complex and challenging inner workings of four major crime investigations,1.3466640745006808,0.6851262026706698,1,Seasons
s16,1,Dear White People,Unknown,"Logan Browning, Brandon P. Bell, DeRon Horton, Antoinette Robertson, John Patrick Amedori, Ashley Blaine Featherson, Marque Richardson, Giancarlo Esposito",United States,0.7733244432755346,11,"TV Comedies, TV Dramas",students of color navigate the daily slights and slippery politics of life at an ivy league college thats not nearly as postracial as it thinks,1.3466640745006808,0.6851262026706698,4,Seasons
s17,0,Europe's Most Dangerous Man: Otto Skorzeny in Spain,"Pedro de Echave García, Pablo Azorín Williams",Unknown,Unknown,0.6599304775080349,11,"Documentaries, International Movies",declassified documents reveal the postwwii life of otto skorzeny a close hitler ally who escaped to spain and became an adviser to world presidents,1.3466640745006808,0.6851262026706698,67,Minutes
s18,1,Falsa identidad,Unknown,"Luis Ernesto Franco, Camila Sodi, Sergio Goyri, Samadhi Zendejas, Eduardo Yáñez, Sonya Smith, Alejandro Camacho, Azela Robinson, Uriel del Toro, Géraldine Bazán, Gabriela Roel, Marcus Ornellas",Mexico,0.6599304775080349,11,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",strangers diego and isabel flee their home in mexico and pretend to be a married couple to escape his drugdealing enemies and her abusive husband,1.3466640745006808,0.6851262026706698,2,Seasons
s19,0,Intrusion,Adam Salky,"Freida Pinto, Logan Marshall-Green, Robert John Burke, Megan Elisabeth Kelly, Sarah Minnich, Hayes Hargrove, Mark Sivertsen, Brandon Fierro, Antonio Valles, Clint Obenchain",Unknown,0.7733244432755346,9,Thrillers,after a deadly home invasion at a couples new dream house the traumatized wife searches for answers  and learns the real danger is just beginning,1.3466640745006808,0.6851262026706698,94,Minutes
s20,1,Jaguar,Unknown,"Blanca Suárez, Iván Marcos, Óscar Casas, Adrián Lastra, Francesc Garrido, Stefan Weinert, Julia Möller, Alicia Chojnowski",Unknown,0.7733244432755346,11,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",in the s a holocaust survivor joins a group of selftrained spies who seek justice against nazis fleeing to spain to hide after wwii,1.3466640745006808,0.6851262026706698,1,Seasons
s21,1,Monsters Inside: The 24 Faces of Billy Milligan,Olivier Megaton,Unknown,Unknown,0.7733244432755346,9,"Crime TV Shows, Docuseries, International TV Shows",in the late s an accused serial rapist claims multiple personalities control his behavior setting off a legal odyssey that captivates america,1.3466640745006808,0.6851262026706698,1,Seasons
s22,1,Resurrection: Ertugrul,Unknown,"Engin Altan Düzyatan, Serdar Gökhan, Hülya Darcan, Kaan Taşaner, Esra Bilgiç, Osman Soykut, Serdar Deniz, Cengiz Coşkun, Reshad Strik, Hande Subaşı",Turkey,0.43314254597303553,9,"International TV Shows, TV Action & Adventure, TV Dramas",when a good deed unwittingly endangers his clan a thcentury turkish warrior agrees to fight a sultans enemies in exchange for new tribal land,1.3466640745006808,0.6851262026706698,5,Seasons
s23,0,Avvai Shanmughi,K.S. Ravikumar,"Kamal Hassan, Meena, Gemini Ganesan, Heera Rajgopal, Nassar, S.P. Balasubrahmanyam",Unknown,-2.0615247009119577,12,"Comedies, International Movies",newly divorced and denied visitation rights with his daughter a doting father disguises himself as a grayhaired nanny in order to spend time with her,1.3466640745006808,0.6851262026706698,161,Minutes
s24,0,Go! Go! Cory Carson: Chrissy Takes the Wheel,"Alex Woo, Stanley Moore","Maisie Benson, Paul Killam, Kerry Gudjohnsen, AC Lim",Unknown,0.7733244432755346,13,Children & Family Movies,from arcade games to sled days and hiccup cures cory carsons curious little sister chrissy speeds off on her own for fun and adventure all over town,1.3466640745006808,0.6851262026706698,61,Minutes
s25,0,Jeans,S. Shankar,"Prashanth, Aishwarya Rai Bachchan, Sri Lakshmi, Nassar",India,-1.8347367693769583,9,"Comedies, International Movies, Romantic Movies",when the father of the man she loves insists that his twin sons marry twin sisters a woman creates an alter ego that might be a bit too convincing,1.3466640745006808,0.6851262026706698,166,Minutes
s26,1,Love on the Spectrum,Unknown,Brooke Satchwell,Australia,0.7733244432755346,9,"Docuseries, International TV Shows, Reality TV",finding love can be hard for anyone for young adults on the autism spectrum exploring the unpredictable world of dating is even more complicated,1.3466640745006808,0.6851262026706698,2,Seasons
s27,0,Minsara Kanavu,Rajiv Menon,"Arvind Swamy, Kajol, Prabhu Deva, Nassar, S.P. Balasubrahmanyam, Girish Karnad",Unknown,-1.9481307351444581,12,"Comedies, International Movies, Music & Musicals",a tangled love triangle ensues when a man falls for a woman studying to become a nun  and she falls for the friend he enlists to help him pursue her,1.3466640745006808,0.6851262026706698,147,Minutes
s28,0,Grown Ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph, Colin Quinn, Tim Meadows, Joyce Van Patten",United States,-0.47400918016696203,7,Comedies,mourning the loss of their beloved junior high basketball coach five middleaged pals reunite at a lake house and rediscover the joys of being a kid,1.3466640745006808,0.6851262026706698,103,Minutes
s29,0,Dark Skies,Scott Stewart,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",United States,-0.13382728286446294,7,"Horror Movies, Sci-Fi & Fantasy",a familys idyllic suburban life shatters when an alien force invades their home and as they struggle to convince others of the deadly threat,1.3466640745006808,0.6851262026706698,97,Minutes
s30,0,Paranoia,Robert Luketic,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan","United States, India, France",-0.13382728286446294,7,Thrillers,blackmailed by his companys ceo a lowlevel employee finds himself forced to spy on the bosss rival and former mentor,1.3466640745006808,0.6851262026706698,106,Minutes
s31,0,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary","Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh",Unknown,0.7733244432755346,9,"Dramas, Independent Movies, International Movies",as big city life buzzes around them lonely souls discover surprising sources of connection and companionship in three tales of love loss and longing,1.3466640745006808,0.6851262026706698,111,Minutes
s32,1,Chicago Party Aunt,Unknown,"Lauren Ash, Rory O'Malley, RuPaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske",Unknown,0.7733244432755346,11,TV Comedies,chicago party aunt diane is an idolized troublemaker with a talent for avoiding adulthood  and a soft spot for her soulsearching nephew,1.3466640745006808,0.6851262026706698,1,Seasons
s33,1,Sex Education,Unknown,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie",United Kingdom,0.6599304775080349,11,"British TV Shows, International TV Shows, TV Comedies",insecure otis has all the answers when it comes to sex advice thanks to his therapist mom so rebel maeve proposes a school sextherapy clinic,1.3466640745006808,0.6851262026706698,3,Seasons
s34,1,Squid Game,Unknown,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",Unknown,0.7733244432755346,11,"International TV Shows, TV Dramas, TV Thrillers",hundreds of cashstrapped players accept a strange invitation to compete in childrens games inside a tempting prize awaits  with deadly high stakes,1.3466640745006808,0.6851262026706698,1,Seasons
s35,1,Tayo and Little Wizards,Unknown,"Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim",Unknown,0.6599304775080349,14,Kids' TV,tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone,1.3466640745006808,0.6851262026706698,1,Seasons
s36,0,The Father Who Moves Mountains,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State, Valeriu Andriuță, Tudor Smoleanu, Virgil Aioanei, Radu Botar, Petronela Grigorescu, Bogdan Nechifor, Cristian Bota",Unknown,0.7733244432755346,11,"Dramas, International Movies, Thrillers",when his son goes missing during a snowy hike in the mountains a retired intelligence officer will stop at nothing  and risk everything  to find him,1.3466640745006808,0.6851262026706698,110,Minutes
s37,0,The Stronghold,Cédric Jimenez,"Gilles Lellouche, Karim Leklou, François Civil, Adèle Exarchopoulos, Kenza Fortas, Cyril Lecomte, Michaël Abiteboul, Idir Azougli, Vincent Darmuzey, Jean-Yves Berteloot",Unknown,0.7733244432755346,11,"Action & Adventure, Dramas, International Movies",tired of the smalltime grind three marseille cops get a chance to bust a major drug network but lines blur when a key informant makes a big ask,1.3466640745006808,0.6851262026706698,105,Minutes
s38,1,Angry Birds,Unknown,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",Finland,0.43314254597303553,14,"Kids' TV, TV Comedies",birds red chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal,1.3466640745006808,0.6851262026706698,1,Seasons
s39,0,Birth of the Dragon,George Nolfi,"Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia","China, Canada, United States",0.3197485802055358,7,"Action & Adventure, Dramas",a young bruce lee angers kung fu traditionalists by teaching outsiders leading to a showdown with a shaolin master in this film based on real events,1.3466640745006808,0.6851262026706698,96,Minutes
s40,1,Chhota Bheem,Unknown,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",India,0.7733244432755346,14,Kids' TV,a brave energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow dholakpur villagers from evil,1.3466640745006808,0.6851262026706698,3,Seasons
s41,1,He-Man and the Masters of the Universe,Unknown,"Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore",United States,0.7733244432755346,14,"Kids' TV, TV Sci-Fi & Fantasy",mighty teen adam and his heroic squad of misfits discover the legendary power of grayskull  and their destiny to defend eternia from sinister skeletor,1.3466640745006808,0.6851262026706698,1,Seasons
s42,0,Jaws,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman",United States,-4.442797982029451,6,"Action & Adventure, Classic Movies, Dramas",when an insatiable great white shark terrorizes amity island a police chief an oceanographer and a grizzled shark hunter seek to destroy the beast,1.3466640745006808,0.6851262026706698,124,Minutes
s43,0,Jaws 2,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French",United States,-4.102616084726952,6,"Dramas, Horror Movies, Thrillers",four years after the last deadly shark attacks police chief martin brody fights to protect amity island from another killer great white,1.3466640745006808,0.6851262026706698,116,Minutes
s44,0,Jaws 3,Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr., John Putch, Lea Thompson, P.H. Moriarty, Dan Blasko, Liz Morris, Lisa Maurer",United States,-3.535646255889454,6,"Action & Adventure, Horror Movies, Thrillers",after the staff of a marine theme park try to capture a young great white shark they discover its mother has invaded the enclosure and is out for blood,1.3466640745006808,0.6851262026706698,98,Minutes
s45,0,Jaws: The Revenge,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield",United States,-3.082070392819455,7,"Action & Adventure, Horror Movies, Thrillers",after another deadly shark attack ellen brody has had enough of amity island and moves to the caribbean  but a great white shark follows her there,1.3466640745006808,0.6851262026706698,91,Minutes
s46,0,My Heroes Were Cowboys,Tyler Greco,Unknown,Unknown,0.7733244432755346,6,Documentaries,robin wiltshires painful childhood was rescued by westerns now he lives on the frontier of his dreams training the horses he loves for the big screen,1.3466640745006808,0.6851262026706698,23,Minutes
s47,0,Safe House,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman","South Africa, United States, Japan",-0.24722124863196265,8,Action & Adventure,young cia operative matt weston must get a dangerous criminal out of an agency safe house thats come under attack and get him to a securer location,1.3466640745006808,0.6851262026706698,115,Minutes
s48,1,The Smart Money Woman,Bunmi Ajakaiye,"Osas Ighodaro, Ini Dima-Okojie, Kemi Lala Akindoju, Toni Tones, Ebenezer Eno, Eso Okolocha DIke, Patrick Diabuah, Karibi Fubara, Temisan Emmanuel, Timini Egbuson",Unknown,0.6599304775080349,11,"International TV Shows, Romantic TV Shows, TV Comedies",five glamorous millennials strive for success as they juggle careers finances love and friendships based on arese ugwus  bestselling novel,1.3466640745006808,0.6851262026706698,1,Seasons
s49,0,Training Day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Eva Mendes",United States,-1.4945548720744593,8,"Dramas, Thrillers",a rookie cop with one day to prove himself to a veteran lapd narcotics officer receives a crash course in his mentors questionable brand of justice,1.3466640745006808,0.6851262026706698,122,Minutes
s50,1,Castle and Castle,Unknown,"Richard Mofe-Damijo, Dakore Akande, Bimbo Manuel, Blossom Chukwujekwu, Deyemi Okanlawon, Etim Effiong, Denola Grey, Duke Akintola, Eku Edewor, Ade Laoye, Anee Icha, Kevin Ushi, Jude Chukwuka, Amanda Afolabi",Nigeria,0.7733244432755346,11,"International TV Shows, TV Dramas",a pair of highpowered successful lawyers find themselves defending opposite interests of the justice system causing a strain on their happy marriage,1.3466640745006808,0.6851262026706698,2,Seasons
s51,1,Dharmakshetra,Unknown,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai",India,-0.020433317096963256,12,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",after the ancient great war the god chitragupta oversees a trial to determine who were the battles true heroes and villains,1.3466640745006808,0.6851262026706698,1,Seasons
s52,0,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Mieko Harada, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Izumi Ogami",Japan,-1.3811609063069596,9,"Action & Adventure, Anime Features, International Movies",with their biggest foe seemingly defeated inuyasha and his friends return to everyday life but the peace is soon shattered by an emerging new enemy,1.3466640745006808,0.6851262026706698,99,Minutes
s53,0,InuYasha the Movie 3: Swords of an Honorable Ruler,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",Japan,-1.2677669405394598,9,"Action & Adventure, Anime Features, International Movies",the great dog demon beaqueathed one of the three swords of the fang to each of his two sons now the evil power of the third sword has been awakened,1.3466640745006808,0.6851262026706698,99,Minutes
s54,0,InuYasha the Movie 4: Fire on the Mystic Island,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna",Japan,-1.1543729747719602,12,"Action & Adventure, Anime Features, International Movies",ai a young halfdemon who has escaped from horai island to try to help her people returns with potential saviors inuyasha sesshomaru and kikyo,1.3466640745006808,0.6851262026706698,88,Minutes
s55,0,InuYasha the Movie: Affections Touching Across Time,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Kenichi Ogata, Noriko Hidaka, Hisako Kyoda, Ken Narita, Tomokazu Seki",Japan,-1.4945548720744593,12,"Action & Adventure, Anime Features, International Movies",a powerful demon has been sealed away for  years but when the demons son is awakened the fate of the world is in jeopardy,1.3466640745006808,0.6851262026706698,100,Minutes
s56,1,Nailed It,Unknown,"Nicole Byer, Jacques Torres",United States,0.7733244432755346,12,Reality TV,home bakers with a terrible track record take a crack at recreating edible masterpieces for a  prize its part reality contest part hot mess,1.3466640745006808,0.6851262026706698,6,Seasons
s57,0,Naruto Shippuden the Movie: Blood Prison,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki",Japan,-0.3606152143994623,9,"Action & Adventure, Anime Features, International Movies",mistakenly accused of an attack on the fourth raikage ninja naruto is imprisoned in the impenetrable hozuki castle and his powers are sealed,1.3466640745006808,0.6851262026706698,102,Minutes
s58,0,Naruto Shippûden the Movie: Bonds,Hajime Kamegaki,"Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Unsho Ishizuka, Motoko Kumai, Kazuhiko Inoue, Rikiya Koyama, Showtaro Morikubo, Nana Mizuki, Satoshi Hino, Shinji Kawada",Japan,-0.7007971117019615,12,"Action & Adventure, Anime Features, International Movies",when strange ninjas ambush the village of konohagakure its up to adolescent ninja naruto and his longmissing pal sasuke to save the planet,1.3466640745006808,0.6851262026706698,93,Minutes
s59,0,Naruto Shippûden the Movie: The Will of Fire,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Kazuhiko Inoue, Satoshi Hino, Showtaro Morikubo, Kentaro Ito, Ryoka Yuzuki, Kohsuke Toriumi, Nana Mizuki, Shinji Kawada, Yoichi Masukawa, Koichi Tochika, Yukari Tamura",Japan,-0.5874031459344617,12,"Action & Adventure, Anime Features, International Movies",when four out of five ninja villages are destroyed the leader of the one spared tries to find the true culprit and protect his land,1.3466640745006808,0.6851262026706698,96,Minutes
s60,0,Naruto Shippuden: The Movie,Hajime Kamegaki,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Koichi Tochika, Ayumi Fujimura, Keisuke Oda, Daisuke Kishio, Fumiko Orikasa, Hidetoshi Nakamura, Tetsuya Kakihara, Kisho Taniyama, Miyuki Sawashiro, Katsuyuki Konishi, Masako Katsuki, Keiko Nemoto, Masashi Ebara, Kazuhiko Inoue, Showtaro Morikubo, Romi Park, Daisuke Ono, Seizo Kato",Japan,-0.8141910774694611,12,"Action & Adventure, Anime Features, International Movies",the adventures of adolescent ninja naruto uzumaki continue as hes tasked with protecting a priestess from a demon  but to do so he must die,1.3466640745006808,0.6851262026706698,95,Minutes
s61,0,Naruto Shippuden: The Movie: The Lost Tower,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Satoshi Hino, Rikiya Koyama, Nobuaki Fukuda, Kenji Hamada, Keiko Nemoto, Saori Hayami, Yumi Toma, Yuko Kobayashi, Fujiko Takimoto, Mutsumi Tamura, Mayuki Makiguchi, Toshiyuki Morikawa",Japan,-0.47400918016696203,9,"Action & Adventure, Anime Features, International Movies",when naruto is sent to recover a missing nin the rogue manages to send him  years into the past where he unites with his father to battle evil,1.3466640745006808,0.6851262026706698,85,Minutes
s62,0,Naruto the Movie 2: Legend of the Stone of Gelel,Hirotsugu Kawasaki,"Junko Takeuchi, Gamon Kaai, Chie Nakamura, Showtaro Morikubo, Akira Ishida, Yasuyuki Kase, Urara Takano, Sachiko Kojima, Houko Kuwashima, Takako Honda",Japan,-1.0409790090044604,12,"Action & Adventure, Anime Features, International Movies",while on a mission to return a missing pet naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic temujin,1.3466640745006808,0.6851262026706698,97,Minutes
s63,0,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",Japan,-0.9275850432369608,12,"Action & Adventure, Anime Features, International Movies",exuberant ninja naruto teams up with his pals sakura and kakashi to escort prince michiru and his son hikaru to the crescent moon kingdom,1.3466640745006808,0.6851262026706698,95,Minutes
s64,0,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",Japan,-1.1543729747719602,12,"Action & Adventure, Anime Features, International Movies",naruto sasuke and sakura learn theyll be protecting an actress from being hurt while making her next film but it turns out shes a princess,1.3466640745006808,0.6851262026706698,83,Minutes
s65,0,Nightbooks,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",Unknown,0.7733244432755346,12,Children & Family Movies,scary story fan alex must tell a spinetingling tale every night  or stay trapped with his new friend in a wicked witchs magical apartment forever,1.3466640745006808,0.6851262026706698,103,Minutes
